Route_Number,Route_Name,Ridership_Total,Week_Range,Route_Date,ObjectId
FerryHD,Halifax to Dartmouth,0,2020.06.07 - 2020.06.13,6/7/2020 10:00:00 AM,6056
FerryHW,Halifax to Woodside,734,2022.06.26 - 2022.07.02,6/28/2022 10:00:00 AM,6057
FerryDH,Dartmouth to Halifax,972,2021.10.17 - 2021.10.23,10/20/2021 10:00:00 AM,6058
FerryDH,Dartmouth to Halifax,857,2023.02.26 - 2023.03.04,3/4/2023 10:00:00 AM,6059
FerryHW,Halifax to Woodside,0,2020.06.07 - 2020.06.13,6/7/2020 10:00:00 AM,6060
FerryWH,Woodside to Halifax,692,2022.06.26 - 2022.07.02,6/28/2022 10:00:00 AM,6061
FerryHD,Halifax to Dartmouth,965,2021.10.17 - 2021.10.23,10/20/2021 10:00:00 AM,6062
FerryHD,Halifax to Dartmouth,800,2023.02.26 - 2023.03.04,3/4/2023 10:00:00 AM,6063
FerryWH,Woodside to Halifax,0,2020.06.07 - 2020.06.13,6/7/2020 10:00:00 AM,6064
FerryDH,Dartmouth to Halifax,2144,2022.06.26 - 2022.07.02,6/29/2022 10:00:00 AM,6065
FerryHW,Halifax to Woodside,807,2021.10.17 - 2021.10.23,10/20/2021 10:00:00 AM,6066
FerryHW,Halifax to Woodside,0,2023.02.26 - 2023.03.04,3/4/2023 10:00:00 AM,6067
FerryDH,Dartmouth to Halifax,312,2020.06.07 - 2020.06.13,6/8/2020 10:00:00 AM,6068
FerryWH,Woodside to Halifax,796,2021.10.17 - 2021.10.23,10/20/2021 10:00:00 AM,6069
FerryHD,Halifax to Dartmouth,2189,2022.06.26 - 2022.07.02,6/29/2022 10:00:00 AM,6070
FerryWH,Woodside to Halifax,0,2023.02.26 - 2023.03.04,3/4/2023 10:00:00 AM,6071
FerryHD,Halifax to Dartmouth,339,2020.06.07 - 2020.06.13,6/8/2020 10:00:00 AM,6072
FerryDH,Dartmouth to Halifax,1011,2021.10.17 - 2021.10.23,10/21/2021 10:00:00 AM,6073
FerryHW,Halifax to Woodside,900,2022.06.26 - 2022.07.02,6/29/2022 10:00:00 AM,6074
FerryDH,Dartmouth to Halifax,699,2023.03.05 - 2023.03.11,3/5/2023 10:00:00 AM,6075
FerryHW,Halifax to Woodside,125,2020.06.07 - 2020.06.13,6/8/2020 10:00:00 AM,6076
FerryHD,Halifax to Dartmouth,1048,2021.10.17 - 2021.10.23,10/21/2021 10:00:00 AM,6077
FerryWH,Woodside to Halifax,882,2022.06.26 - 2022.07.02,6/29/2022 10:00:00 AM,6078
FerryHD,Halifax to Dartmouth,721,2023.03.05 - 2023.03.11,3/5/2023 10:00:00 AM,6079
FerryWH,Woodside to Halifax,122,2020.06.07 - 2020.06.13,6/8/2020 10:00:00 AM,6080
FerryHW,Halifax to Woodside,716,2021.10.17 - 2021.10.23,10/21/2021 10:00:00 AM,6081
FerryDH,Dartmouth to Halifax,3038,2022.06.26 - 2022.07.02,6/30/2022 10:00:00 AM,6082
FerryHW,Halifax to Woodside,0,2023.03.05 - 2023.03.11,3/5/2023 10:00:00 AM,6083
FerryDH,Dartmouth to Halifax,384,2020.06.07 - 2020.06.13,6/9/2020 10:00:00 AM,6084
FerryWH,Woodside to Halifax,785,2021.10.17 - 2021.10.23,10/21/2021 10:00:00 AM,6085
FerryHD,Halifax to Dartmouth,2775,2022.06.26 - 2022.07.02,6/30/2022 10:00:00 AM,6086
FerryWH,Woodside to Halifax,0,2023.03.05 - 2023.03.11,3/5/2023 10:00:00 AM,6087
FerryHD,Halifax to Dartmouth,362,2020.06.07 - 2020.06.13,6/9/2020 10:00:00 AM,6088
FerryDH,Dartmouth to Halifax,1205,2021.10.17 - 2021.10.23,10/22/2021 10:00:00 AM,6089
FerryHW,Halifax to Woodside,792,2022.06.26 - 2022.07.02,6/30/2022 10:00:00 AM,6090
FerryDH,Dartmouth to Halifax,562,2023.03.05 - 2023.03.11,3/6/2023 10:00:00 AM,6091
FerryHW,Halifax to Woodside,145,2020.06.07 - 2020.06.13,6/9/2020 10:00:00 AM,6092
FerryHD,Halifax to Dartmouth,1194,2021.10.17 - 2021.10.23,10/22/2021 10:00:00 AM,6093
FerryWH,Woodside to Halifax,803,2022.06.26 - 2022.07.02,6/30/2022 10:00:00 AM,6094
FerryHD,Halifax to Dartmouth,678,2023.03.05 - 2023.03.11,3/6/2023 10:00:00 AM,6095
FerryWH,Woodside to Halifax,129,2020.06.07 - 2020.06.13,6/9/2020 10:00:00 AM,6096
FerryHW,Halifax to Woodside,721,2021.10.17 - 2021.10.23,10/22/2021 10:00:00 AM,6097
FerryDH,Dartmouth to Halifax,13454,2022.06.26 - 2022.07.02,7/1/2022 10:00:00 AM,6098
FerryHW,Halifax to Woodside,784,2023.03.05 - 2023.03.11,3/6/2023 10:00:00 AM,6099
FerryDH,Dartmouth to Halifax,394,2020.06.07 - 2020.06.13,6/10/2020 10:00:00 AM,6100
FerryWH,Woodside to Halifax,664,2021.10.17 - 2021.10.23,10/22/2021 10:00:00 AM,6101
FerryHD,Halifax to Dartmouth,13306,2022.06.26 - 2022.07.02,7/1/2022 10:00:00 AM,6102
FerryWH,Woodside to Halifax,787,2023.03.05 - 2023.03.11,3/6/2023 10:00:00 AM,6103
FerryHD,Halifax to Dartmouth,423,2020.06.07 - 2020.06.13,6/10/2020 10:00:00 AM,6104
FerryDH,Dartmouth to Halifax,934,2021.10.17 - 2021.10.23,10/23/2021 10:00:00 AM,6105
FerryHW,Halifax to Woodside,0,2022.06.26 - 2022.07.02,7/1/2022 10:00:00 AM,6106
FerryDH,Dartmouth to Halifax,764,2023.03.05 - 2023.03.11,3/7/2023 10:00:00 AM,6107
FerryHW,Halifax to Woodside,132,2020.06.07 - 2020.06.13,6/10/2020 10:00:00 AM,6108
FerryHD,Halifax to Dartmouth,894,2021.10.17 - 2021.10.23,10/23/2021 10:00:00 AM,6109
FerryWH,Woodside to Halifax,0,2022.06.26 - 2022.07.02,7/1/2022 10:00:00 AM,6110
FerryHD,Halifax to Dartmouth,886,2023.03.05 - 2023.03.11,3/7/2023 10:00:00 AM,6111
FerryWH,Woodside to Halifax,146,2020.06.07 - 2020.06.13,6/10/2020 10:00:00 AM,6112
FerryHW,Halifax to Woodside,0,2021.10.17 - 2021.10.23,10/23/2021 10:00:00 AM,6113
FerryDH,Dartmouth to Halifax,2419,2022.06.26 - 2022.07.02,7/2/2022 10:00:00 AM,6114
FerryHW,Halifax to Woodside,884,2023.03.05 - 2023.03.11,3/7/2023 10:00:00 AM,6115
FerryDH,Dartmouth to Halifax,334,2020.06.07 - 2020.06.13,6/11/2020 10:00:00 AM,6116
FerryWH,Woodside to Halifax,0,2021.10.17 - 2021.10.23,10/23/2021 10:00:00 AM,6117
FerryHD,Halifax to Dartmouth,2362,2022.06.26 - 2022.07.02,7/2/2022 10:00:00 AM,6118
FerryWH,Woodside to Halifax,908,2023.03.05 - 2023.03.11,3/7/2023 10:00:00 AM,6119
FerryHD,Halifax to Dartmouth,315,2020.06.07 - 2020.06.13,6/11/2020 10:00:00 AM,6120
FerryDH,Dartmouth to Halifax,754,2021.10.24 - 2021.10.30,10/24/2021 10:00:00 AM,6121
FerryHW,Halifax to Woodside,0,2022.06.26 - 2022.07.02,7/2/2022 10:00:00 AM,6122
FerryDH,Dartmouth to Halifax,743,2023.03.05 - 2023.03.11,3/8/2023 10:00:00 AM,6123
FerryHD,Halifax to Dartmouth,749,2021.10.24 - 2021.10.30,10/24/2021 10:00:00 AM,6124
FerryHW,Halifax to Woodside,121,2020.06.07 - 2020.06.13,6/11/2020 10:00:00 AM,6125
FerryWH,Woodside to Halifax,0,2022.06.26 - 2022.07.02,7/2/2022 10:00:00 AM,6126
FerryHD,Halifax to Dartmouth,838,2023.03.05 - 2023.03.11,3/8/2023 10:00:00 AM,6127
FerryHW,Halifax to Woodside,0,2021.10.24 - 2021.10.30,10/24/2021 10:00:00 AM,6128
FerryDH,Dartmouth to Halifax,2668,2022.07.03 - 2022.07.09,7/3/2022 10:00:00 AM,6129
FerryWH,Woodside to Halifax,121,2020.06.07 - 2020.06.13,6/11/2020 10:00:00 AM,6130
FerryHW,Halifax to Woodside,855,2023.03.05 - 2023.03.11,3/8/2023 10:00:00 AM,6131
FerryWH,Woodside to Halifax,0,2021.10.24 - 2021.10.30,10/24/2021 10:00:00 AM,6132
FerryHD,Halifax to Dartmouth,2617,2022.07.03 - 2022.07.09,7/3/2022 10:00:00 AM,6133
FerryDH,Dartmouth to Halifax,292,2020.06.07 - 2020.06.13,6/12/2020 10:00:00 AM,6134
FerryWH,Woodside to Halifax,898,2023.03.05 - 2023.03.11,3/8/2023 10:00:00 AM,6135
FerryDH,Dartmouth to Halifax,742,2021.10.24 - 2021.10.30,10/25/2021 10:00:00 AM,6136
FerryHW,Halifax to Woodside,0,2022.07.03 - 2022.07.09,7/3/2022 10:00:00 AM,6137
FerryHD,Halifax to Dartmouth,280,2020.06.07 - 2020.06.13,6/12/2020 10:00:00 AM,6138
FerryDH,Dartmouth to Halifax,732,2023.03.05 - 2023.03.11,3/9/2023 10:00:00 AM,6139
FerryHD,Halifax to Dartmouth,775,2021.10.24 - 2021.10.30,10/25/2021 10:00:00 AM,6140
FerryWH,Woodside to Halifax,0,2022.07.03 - 2022.07.09,7/3/2022 10:00:00 AM,6141
FerryHW,Halifax to Woodside,109,2020.06.07 - 2020.06.13,6/12/2020 10:00:00 AM,6142
FerryHD,Halifax to Dartmouth,805,2023.03.05 - 2023.03.11,3/9/2023 10:00:00 AM,6143
FerryHW,Halifax to Woodside,703,2021.10.24 - 2021.10.30,10/25/2021 10:00:00 AM,6144
FerryDH,Dartmouth to Halifax,1939,2022.07.03 - 2022.07.09,7/4/2022 10:00:00 AM,6145
FerryWH,Woodside to Halifax,113,2020.06.07 - 2020.06.13,6/12/2020 10:00:00 AM,6146
FerryHW,Halifax to Woodside,842,2023.03.05 - 2023.03.11,3/9/2023 10:00:00 AM,6147
FerryWH,Woodside to Halifax,712,2021.10.24 - 2021.10.30,10/25/2021 10:00:00 AM,6148
FerryHD,Halifax to Dartmouth,2012,2022.07.03 - 2022.07.09,7/4/2022 10:00:00 AM,6149
FerryDH,Dartmouth to Halifax,468,2020.06.07 - 2020.06.13,6/13/2020 10:00:00 AM,6150
FerryWH,Woodside to Halifax,881,2023.03.05 - 2023.03.11,3/9/2023 10:00:00 AM,6151
FerryDH,Dartmouth to Halifax,808,2021.10.24 - 2021.10.30,10/26/2021 10:00:00 AM,6152
FerryHW,Halifax to Woodside,801,2022.07.03 - 2022.07.09,7/4/2022 10:00:00 AM,6153
FerryHD,Halifax to Dartmouth,368,2020.06.07 - 2020.06.13,6/13/2020 10:00:00 AM,6154
FerryDH,Dartmouth to Halifax,935,2023.03.05 - 2023.03.11,3/10/2023 10:00:00 AM,6155
FerryHD,Halifax to Dartmouth,814,2021.10.24 - 2021.10.30,10/26/2021 10:00:00 AM,6156
FerryWH,Woodside to Halifax,792,2022.07.03 - 2022.07.09,7/4/2022 10:00:00 AM,6157
FerryHW,Halifax to Woodside,0,2020.06.07 - 2020.06.13,6/13/2020 10:00:00 AM,6158
FerryHD,Halifax to Dartmouth,953,2023.03.05 - 2023.03.11,3/10/2023 10:00:00 AM,6159
FerryHW,Halifax to Woodside,788,2021.10.24 - 2021.10.30,10/26/2021 10:00:00 AM,6160
FerryDH,Dartmouth to Halifax,2381,2022.07.03 - 2022.07.09,7/5/2022 10:00:00 AM,6161
FerryWH,Woodside to Halifax,0,2020.06.07 - 2020.06.13,6/13/2020 10:00:00 AM,6162
FerryHW,Halifax to Woodside,651,2023.03.05 - 2023.03.11,3/10/2023 10:00:00 AM,6163
FerryWH,Woodside to Halifax,797,2021.10.24 - 2021.10.30,10/26/2021 10:00:00 AM,6164
FerryHD,Halifax to Dartmouth,2420,2022.07.03 - 2022.07.09,7/5/2022 10:00:00 AM,6165
FerryDH,Dartmouth to Halifax,240,2020.06.14 - 2020.06.20,6/14/2020 10:00:00 AM,6166
FerryWH,Woodside to Halifax,721,2023.03.05 - 2023.03.11,3/10/2023 10:00:00 AM,6167
FerryDH,Dartmouth to Halifax,529,2021.10.24 - 2021.10.30,10/27/2021 10:00:00 AM,6168
FerryHW,Halifax to Woodside,967,2022.07.03 - 2022.07.09,7/5/2022 10:00:00 AM,6169
FerryHD,Halifax to Dartmouth,227,2020.06.14 - 2020.06.20,6/14/2020 10:00:00 AM,6170
FerryDH,Dartmouth to Halifax,1483,2023.03.05 - 2023.03.11,3/11/2023 10:00:00 AM,6171
FerryHD,Halifax to Dartmouth,618,2021.10.24 - 2021.10.30,10/27/2021 10:00:00 AM,6172
FerryWH,Woodside to Halifax,929,2022.07.03 - 2022.07.09,7/5/2022 10:00:00 AM,6173
FerryHW,Halifax to Woodside,0,2020.06.14 - 2020.06.20,6/14/2020 10:00:00 AM,6174
FerryHD,Halifax to Dartmouth,1497,2023.03.05 - 2023.03.11,3/11/2023 10:00:00 AM,6175
FerryHW,Halifax to Woodside,617,2021.10.24 - 2021.10.30,10/27/2021 10:00:00 AM,6176
FerryDH,Dartmouth to Halifax,840,2022.07.03 - 2022.07.09,7/6/2022 10:00:00 AM,6177
FerryWH,Woodside to Halifax,0,2020.06.14 - 2020.06.20,6/14/2020 10:00:00 AM,6178
FerryHW,Halifax to Woodside,0,2023.03.05 - 2023.03.11,3/11/2023 10:00:00 AM,6179
FerryWH,Woodside to Halifax,0,2023.03.05 - 2023.03.11,3/11/2023 10:00:00 AM,6180
FerryDH,Dartmouth to Halifax,1370,2023.03.12 - 2023.03.18,3/12/2023 10:00:00 AM,6181
FerryHD,Halifax to Dartmouth,1392,2023.03.12 - 2023.03.18,3/12/2023 10:00:00 AM,6182
FerryHW,Halifax to Woodside,0,2023.03.12 - 2023.03.18,3/12/2023 10:00:00 AM,6183
FerryWH,Woodside to Halifax,0,2023.03.12 - 2023.03.18,3/12/2023 10:00:00 AM,6184
FerryDH,Dartmouth to Halifax,1495,2023.03.12 - 2023.03.18,3/13/2023 10:00:00 AM,6185
FerryHD,Halifax to Dartmouth,1508,2023.03.12 - 2023.03.18,3/13/2023 10:00:00 AM,6186
FerryHW,Halifax to Woodside,804,2023.03.12 - 2023.03.18,3/13/2023 10:00:00 AM,6187
FerryWH,Woodside to Halifax,748,2023.03.12 - 2023.03.18,3/13/2023 10:00:00 AM,6188
FerryDH,Dartmouth to Halifax,927,2023.03.12 - 2023.03.18,3/14/2023 10:00:00 AM,6189
FerryHD,Halifax to Dartmouth,976,2023.03.12 - 2023.03.18,3/14/2023 10:00:00 AM,6190
FerryHW,Halifax to Woodside,667,2023.03.12 - 2023.03.18,3/14/2023 10:00:00 AM,6191
FerryWH,Woodside to Halifax,678,2023.03.12 - 2023.03.18,3/14/2023 10:00:00 AM,6192
FerryDH,Dartmouth to Halifax,873,2023.03.12 - 2023.03.18,3/15/2023 10:00:00 AM,6193
FerryHD,Halifax to Dartmouth,943,2023.03.12 - 2023.03.18,3/15/2023 10:00:00 AM,6194
FerryHW,Halifax to Woodside,644,2023.03.12 - 2023.03.18,3/15/2023 10:00:00 AM,6195
FerryWH,Woodside to Halifax,637,2023.03.12 - 2023.03.18,3/15/2023 10:00:00 AM,6196
FerryDH,Dartmouth to Halifax,946,2023.03.12 - 2023.03.18,3/16/2023 10:00:00 AM,6197
FerryHD,Halifax to Dartmouth,1026,2023.03.12 - 2023.03.18,3/16/2023 10:00:00 AM,6198
FerryHW,Halifax to Woodside,729,2023.03.12 - 2023.03.18,3/16/2023 10:00:00 AM,6199
FerryWH,Woodside to Halifax,741,2023.03.12 - 2023.03.18,3/16/2023 10:00:00 AM,6200
FerryDH,Dartmouth to Halifax,1810,2023.03.12 - 2023.03.18,3/17/2023 10:00:00 AM,6201
FerryHD,Halifax to Dartmouth,1711,2023.03.12 - 2023.03.18,3/17/2023 10:00:00 AM,6202
FerryHW,Halifax to Woodside,659,2023.03.12 - 2023.03.18,3/17/2023 10:00:00 AM,6203
FerryWH,Woodside to Halifax,683,2023.03.12 - 2023.03.18,3/17/2023 10:00:00 AM,6204
FerryDH,Dartmouth to Halifax,1221,2023.03.12 - 2023.03.18,3/18/2023 10:00:00 AM,6205
FerryHD,Halifax to Dartmouth,1185,2023.03.12 - 2023.03.18,3/18/2023 10:00:00 AM,6206
FerryHW,Halifax to Woodside,0,2023.03.12 - 2023.03.18,3/18/2023 10:00:00 AM,6207
FerryWH,Woodside to Halifax,0,2023.03.12 - 2023.03.18,3/18/2023 10:00:00 AM,6208
FerryDH,Dartmouth to Halifax,1069,2023.03.19 - 2023.03.25,3/19/2023 10:00:00 AM,6209
FerryHD,Halifax to Dartmouth,1034,2023.03.19 - 2023.03.25,3/19/2023 10:00:00 AM,6210
FerryHW,Halifax to Woodside,0,2023.03.19 - 2023.03.25,3/19/2023 10:00:00 AM,6211
FerryWH,Woodside to Halifax,0,2023.03.19 - 2023.03.25,3/19/2023 10:00:00 AM,6212
FerryDH,Dartmouth to Halifax,739,2023.03.19 - 2023.03.25,3/20/2023 10:00:00 AM,6213
FerryHD,Halifax to Dartmouth,823,2023.03.19 - 2023.03.25,3/20/2023 10:00:00 AM,6214
FerryHW,Halifax to Woodside,830,2023.03.19 - 2023.03.25,3/20/2023 10:00:00 AM,6215
FerryWH,Woodside to Halifax,863,2023.03.19 - 2023.03.25,3/20/2023 10:00:00 AM,6216
FerryDH,Dartmouth to Halifax,1060,2023.03.19 - 2023.03.25,3/21/2023 10:00:00 AM,6217
FerryHD,Halifax to Dartmouth,1115,2023.03.19 - 2023.03.25,3/21/2023 10:00:00 AM,6218
FerryHW,Halifax to Woodside,1009,2023.03.19 - 2023.03.25,3/21/2023 10:00:00 AM,6219
FerryWH,Woodside to Halifax,1019,2023.03.19 - 2023.03.25,3/21/2023 10:00:00 AM,6220
FerryDH,Dartmouth to Halifax,971,2023.03.19 - 2023.03.25,3/22/2023 10:00:00 AM,6221
FerryHD,Halifax to Dartmouth,1056,2023.03.19 - 2023.03.25,3/22/2023 10:00:00 AM,6222
FerryHW,Halifax to Woodside,975,2023.03.19 - 2023.03.25,3/22/2023 10:00:00 AM,6223
FerryWH,Woodside to Halifax,1022,2023.03.19 - 2023.03.25,3/22/2023 10:00:00 AM,6224
FerryDH,Dartmouth to Halifax,704,2023.03.19 - 2023.03.25,3/23/2023 10:00:00 AM,6225
FerryHD,Halifax to Dartmouth,808,2023.03.19 - 2023.03.25,3/23/2023 10:00:00 AM,6226
FerryHW,Halifax to Woodside,863,2023.03.19 - 2023.03.25,3/23/2023 10:00:00 AM,6227
FerryWH,Woodside to Halifax,909,2023.03.19 - 2023.03.25,3/23/2023 10:00:00 AM,6228
FerryDH,Dartmouth to Halifax,900,2023.03.19 - 2023.03.25,3/24/2023 10:00:00 AM,6229
FerryHD,Halifax to Dartmouth,962,2023.03.19 - 2023.03.25,3/24/2023 10:00:00 AM,6230
FerryHW,Halifax to Woodside,656,2023.03.19 - 2023.03.25,3/24/2023 10:00:00 AM,6231
FerryWH,Woodside to Halifax,722,2023.03.19 - 2023.03.25,3/24/2023 10:00:00 AM,6232
FerryDH,Dartmouth to Halifax,1366,2023.03.19 - 2023.03.25,3/25/2023 10:00:00 AM,6233
FerryHD,Halifax to Dartmouth,1351,2023.03.19 - 2023.03.25,3/25/2023 10:00:00 AM,6234
FerryHW,Halifax to Woodside,0,2023.03.19 - 2023.03.25,3/25/2023 10:00:00 AM,6235
FerryWH,Woodside to Halifax,0,2023.03.19 - 2023.03.25,3/25/2023 10:00:00 AM,6236
FerryDH,Dartmouth to Halifax,241,2023.03.26 - 2023.04.01,3/26/2023 10:00:00 AM,6237
FerryHD,Halifax to Dartmouth,280,2023.03.26 - 2023.04.01,3/26/2023 10:00:00 AM,6238
FerryHW,Halifax to Woodside,0,2023.03.26 - 2023.04.01,3/26/2023 10:00:00 AM,6239
FerryWH,Woodside to Halifax,0,2023.03.26 - 2023.04.01,3/26/2023 10:00:00 AM,6240
FerryDH,Dartmouth to Halifax,731,2023.03.26 - 2023.04.01,3/27/2023 10:00:00 AM,6241
FerryHD,Halifax to Dartmouth,819,2023.03.26 - 2023.04.01,3/27/2023 10:00:00 AM,6242
FerryHW,Halifax to Woodside,810,2023.03.26 - 2023.04.01,3/27/2023 10:00:00 AM,6243
FerryWH,Woodside to Halifax,802,2023.03.26 - 2023.04.01,3/27/2023 10:00:00 AM,6244
FerryDH,Dartmouth to Halifax,916,2023.03.26 - 2023.04.01,3/28/2023 10:00:00 AM,6245
FerryHD,Halifax to Dartmouth,980,2023.03.26 - 2023.04.01,3/28/2023 10:00:00 AM,6246
FerryHW,Halifax to Woodside,925,2023.03.26 - 2023.04.01,3/28/2023 10:00:00 AM,6247
FerryWH,Woodside to Halifax,928,2023.03.26 - 2023.04.01,3/28/2023 10:00:00 AM,6248
FerryDH,Dartmouth to Halifax,954,2023.03.26 - 2023.04.01,3/29/2023 10:00:00 AM,6249
FerryHD,Halifax to Dartmouth,1027,2023.03.26 - 2023.04.01,3/29/2023 10:00:00 AM,6250
FerryHW,Halifax to Woodside,892,2023.03.26 - 2023.04.01,3/29/2023 10:00:00 AM,6251
FerryWH,Woodside to Halifax,939,2023.03.26 - 2023.04.01,3/29/2023 10:00:00 AM,6252
FerryDH,Dartmouth to Halifax,783,2023.03.26 - 2023.04.01,3/30/2023 10:00:00 AM,6253
FerryHD,Halifax to Dartmouth,893,2023.03.26 - 2023.04.01,3/30/2023 10:00:00 AM,6254
FerryHW,Halifax to Woodside,783,2023.03.26 - 2023.04.01,3/30/2023 10:00:00 AM,6255
FerryWH,Woodside to Halifax,863,2023.03.26 - 2023.04.01,3/30/2023 10:00:00 AM,6256
FerryDH,Dartmouth to Halifax,1306,2023.03.26 - 2023.04.01,3/31/2023 10:00:00 AM,6257
FerryHD,Halifax to Dartmouth,1281,2023.03.26 - 2023.04.01,3/31/2023 10:00:00 AM,6258
FerryHW,Halifax to Woodside,669,2023.03.26 - 2023.04.01,3/31/2023 10:00:00 AM,6259
FerryWH,Woodside to Halifax,727,2023.03.26 - 2023.04.01,3/31/2023 10:00:00 AM,6260
FerryDH,Dartmouth to Halifax,672,2023.03.26 - 2023.04.01,4/1/2023 10:00:00 AM,6261
FerryHD,Halifax to Dartmouth,703,2023.03.26 - 2023.04.01,4/1/2023 10:00:00 AM,6262
FerryHW,Halifax to Woodside,0,2023.03.26 - 2023.04.01,4/1/2023 10:00:00 AM,6263
FerryWH,Woodside to Halifax,0,2023.03.26 - 2023.04.01,4/1/2023 10:00:00 AM,6264
FerryDH,Dartmouth to Halifax,766,2023.04.02 - 2023.04.08,4/2/2023 10:00:00 AM,6265
FerryHD,Halifax to Dartmouth,817,2023.04.02 - 2023.04.08,4/2/2023 10:00:00 AM,6266
FerryHW,Halifax to Woodside,0,2023.04.02 - 2023.04.08,4/2/2023 10:00:00 AM,6267
FerryWH,Woodside to Halifax,0,2023.04.02 - 2023.04.08,4/2/2023 10:00:00 AM,6268
FerryDH,Dartmouth to Halifax,804,2023.04.02 - 2023.04.08,4/3/2023 10:00:00 AM,6269
FerryHD,Halifax to Dartmouth,863,2023.04.02 - 2023.04.08,4/3/2023 10:00:00 AM,6270
FerryHW,Halifax to Woodside,839,2023.04.02 - 2023.04.08,4/3/2023 10:00:00 AM,6271
FerryWH,Woodside to Halifax,853,2023.04.02 - 2023.04.08,4/3/2023 10:00:00 AM,6272
FerryDH,Dartmouth to Halifax,893,2023.04.02 - 2023.04.08,4/4/2023 10:00:00 AM,6273
FerryHD,Halifax to Dartmouth,889,2023.04.02 - 2023.04.08,4/4/2023 10:00:00 AM,6274
FerryHW,Halifax to Woodside,912,2023.04.02 - 2023.04.08,4/4/2023 10:00:00 AM,6275
FerryWH,Woodside to Halifax,912,2023.04.02 - 2023.04.08,4/4/2023 10:00:00 AM,6276
FerryDH,Dartmouth to Halifax,791,2023.04.02 - 2023.04.08,4/5/2023 10:00:00 AM,6277
FerryHD,Halifax to Dartmouth,895,2023.04.02 - 2023.04.08,4/5/2023 10:00:00 AM,6278
FerryHW,Halifax to Woodside,946,2023.04.02 - 2023.04.08,4/5/2023 10:00:00 AM,6279
FerryWH,Woodside to Halifax,932,2023.04.02 - 2023.04.08,4/5/2023 10:00:00 AM,6280
FerryDH,Dartmouth to Halifax,710,2023.04.02 - 2023.04.08,4/6/2023 10:00:00 AM,6281
FerryHD,Halifax to Dartmouth,764,2023.04.02 - 2023.04.08,4/6/2023 10:00:00 AM,6282
FerryHW,Halifax to Woodside,630,2023.04.02 - 2023.04.08,4/6/2023 10:00:00 AM,6283
FerryWH,Woodside to Halifax,649,2023.04.02 - 2023.04.08,4/6/2023 10:00:00 AM,6284
FerryDH,Dartmouth to Halifax,0,2023.04.02 - 2023.04.08,4/7/2023 10:00:00 AM,6285
FerryHD,Halifax to Dartmouth,0,2023.04.02 - 2023.04.08,4/7/2023 10:00:00 AM,6286
FerryHW,Halifax to Woodside,0,2023.04.02 - 2023.04.08,4/7/2023 10:00:00 AM,6287
FerryWH,Woodside to Halifax,0,2023.04.02 - 2023.04.08,4/7/2023 10:00:00 AM,6288
FerryDH,Dartmouth to Halifax,1346,2023.04.02 - 2023.04.08,4/8/2023 10:00:00 AM,6289
FerryHD,Halifax to Dartmouth,1369,2023.04.02 - 2023.04.08,4/8/2023 10:00:00 AM,6290
FerryHW,Halifax to Woodside,0,2023.04.02 - 2023.04.08,4/8/2023 10:00:00 AM,6291
FerryWH,Woodside to Halifax,0,2023.04.02 - 2023.04.08,4/8/2023 10:00:00 AM,6292
FerryDH,Dartmouth to Halifax,610,2023.04.09 - 2023.04.15,4/9/2023 10:00:00 AM,6293
FerryHD,Halifax to Dartmouth,661,2023.04.09 - 2023.04.15,4/9/2023 10:00:00 AM,6294
FerryHW,Halifax to Woodside,0,2023.04.09 - 2023.04.15,4/9/2023 10:00:00 AM,6295
FerryWH,Woodside to Halifax,0,2023.04.09 - 2023.04.15,4/9/2023 10:00:00 AM,6296
FerryDH,Dartmouth to Halifax,1142,2023.04.09 - 2023.04.15,4/10/2023 10:00:00 AM,6297
FerryHD,Halifax to Dartmouth,1121,2023.04.09 - 2023.04.15,4/10/2023 10:00:00 AM,6298
FerryHW,Halifax to Woodside,348,2023.04.09 - 2023.04.15,4/10/2023 10:00:00 AM,6299
FerryWH,Woodside to Halifax,335,2023.04.09 - 2023.04.15,4/10/2023 10:00:00 AM,6300
FerryDH,Dartmouth to Halifax,1236,2023.04.09 - 2023.04.15,4/11/2023 10:00:00 AM,6301
FerryHD,Halifax to Dartmouth,1286,2023.04.09 - 2023.04.15,4/11/2023 10:00:00 AM,6302
FerryHW,Halifax to Woodside,944,2023.04.09 - 2023.04.15,4/11/2023 10:00:00 AM,6303
FerryWH,Woodside to Halifax,944,2023.04.09 - 2023.04.15,4/11/2023 10:00:00 AM,6304
FerryDH,Dartmouth to Halifax,845,2023.04.09 - 2023.04.15,4/12/2023 10:00:00 AM,6305
FerryHD,Halifax to Dartmouth,916,2023.04.09 - 2023.04.15,4/12/2023 10:00:00 AM,6306
FerryHW,Halifax to Woodside,892,2023.04.09 - 2023.04.15,4/12/2023 10:00:00 AM,6307
FerryWH,Woodside to Halifax,924,2023.04.09 - 2023.04.15,4/12/2023 10:00:00 AM,6308
FerryDH,Dartmouth to Halifax,1154,2023.04.09 - 2023.04.15,4/13/2023 10:00:00 AM,6309
FerryHD,Halifax to Dartmouth,1232,2023.04.09 - 2023.04.15,4/13/2023 10:00:00 AM,6310
FerryHW,Halifax to Woodside,991,2023.04.09 - 2023.04.15,4/13/2023 10:00:00 AM,6311
FerryWH,Woodside to Halifax,1015,2023.04.09 - 2023.04.15,4/13/2023 10:00:00 AM,6312
