Route_Number,Route_Name,Ridership_Total,Week_Range,Route_Date,ObjectId
FerryDH,Dartmouth to Halifax,1969,2023.04.09 - 2023.04.15,4/14/2023 10:00:00 AM,6313
FerryHD,Halifax to Dartmouth,1999,2023.04.09 - 2023.04.15,4/14/2023 10:00:00 AM,6314
FerryHW,Halifax to Woodside,827,2023.04.09 - 2023.04.15,4/14/2023 10:00:00 AM,6315
FerryWH,Woodside to Halifax,860,2023.04.09 - 2023.04.15,4/14/2023 10:00:00 AM,6316
FerryDH,Dartmouth to Halifax,2743,2023.04.09 - 2023.04.15,4/15/2023 10:00:00 AM,6317
FerryHD,Halifax to Dartmouth,2488,2023.04.09 - 2023.04.15,4/15/2023 10:00:00 AM,6318
FerryHW,Halifax to Woodside,0,2023.04.09 - 2023.04.15,4/15/2023 10:00:00 AM,6319
FerryWH,Woodside to Halifax,0,2023.04.09 - 2023.04.15,4/15/2023 10:00:00 AM,6320
FerryDH,Dartmouth to Halifax,893,2023.04.16 - 2023.04.22,4/16/2023 10:00:00 AM,6321
FerryHD,Halifax to Dartmouth,947,2023.04.16 - 2023.04.22,4/16/2023 10:00:00 AM,6322
FerryHW,Halifax to Woodside,0,2023.04.16 - 2023.04.22,4/16/2023 10:00:00 AM,6323
FerryWH,Woodside to Halifax,0,2023.04.16 - 2023.04.22,4/16/2023 10:00:00 AM,6324
FerryDH,Dartmouth to Halifax,799,2023.04.16 - 2023.04.22,4/17/2023 10:00:00 AM,6325
FerryHD,Halifax to Dartmouth,833,2023.04.16 - 2023.04.22,4/17/2023 10:00:00 AM,6326
FerryHW,Halifax to Woodside,784,2023.04.16 - 2023.04.22,4/17/2023 10:00:00 AM,6327
FerryWH,Woodside to Halifax,794,2023.04.16 - 2023.04.22,4/17/2023 10:00:00 AM,6328
FerryDH,Dartmouth to Halifax,839,2023.04.16 - 2023.04.22,4/18/2023 10:00:00 AM,6329
FerryHD,Halifax to Dartmouth,918,2023.04.16 - 2023.04.22,4/18/2023 10:00:00 AM,6330
FerryHW,Halifax to Woodside,872,2023.04.16 - 2023.04.22,4/18/2023 10:00:00 AM,6331
FerryWH,Woodside to Halifax,820,2023.04.16 - 2023.04.22,4/18/2023 10:00:00 AM,6332
FerryDH,Dartmouth to Halifax,1092,2023.04.16 - 2023.04.22,4/19/2023 10:00:00 AM,6333
FerryHD,Halifax to Dartmouth,1164,2023.04.16 - 2023.04.22,4/19/2023 10:00:00 AM,6334
FerryHW,Halifax to Woodside,957,2023.04.16 - 2023.04.22,4/19/2023 10:00:00 AM,6335
FerryWH,Woodside to Halifax,952,2023.04.16 - 2023.04.22,4/19/2023 10:00:00 AM,6336
FerryDH,Dartmouth to Halifax,1193,2023.04.16 - 2023.04.22,4/20/2023 10:00:00 AM,6337
FerryHD,Halifax to Dartmouth,1232,2023.04.16 - 2023.04.22,4/20/2023 10:00:00 AM,6338
FerryHW,Halifax to Woodside,882,2023.04.16 - 2023.04.22,4/20/2023 10:00:00 AM,6339
FerryWH,Woodside to Halifax,946,2023.04.16 - 2023.04.22,4/20/2023 10:00:00 AM,6340
FerryDH,Dartmouth to Halifax,1303,2023.04.16 - 2023.04.22,4/21/2023 10:00:00 AM,6341
FerryHD,Halifax to Dartmouth,1351,2023.04.16 - 2023.04.22,4/21/2023 10:00:00 AM,6342
FerryHW,Halifax to Woodside,798,2023.04.16 - 2023.04.22,4/21/2023 10:00:00 AM,6343
FerryWH,Woodside to Halifax,816,2023.04.16 - 2023.04.22,4/21/2023 10:00:00 AM,6344
FerryDH,Dartmouth to Halifax,2213,2023.04.16 - 2023.04.22,4/22/2023 10:00:00 AM,6345
FerryHD,Halifax to Dartmouth,2132,2023.04.16 - 2023.04.22,4/22/2023 10:00:00 AM,6346
FerryHW,Halifax to Woodside,0,2023.04.16 - 2023.04.22,4/22/2023 10:00:00 AM,6347
FerryWH,Woodside to Halifax,0,2023.04.16 - 2023.04.22,4/22/2023 10:00:00 AM,6348
FerryDH,Dartmouth to Halifax,1468,2023.04.23 - 2023.04.29,4/23/2023 10:00:00 AM,6349
FerryHD,Halifax to Dartmouth,1604,2023.04.23 - 2023.04.29,4/23/2023 10:00:00 AM,6350
FerryHW,Halifax to Woodside,0,2023.04.23 - 2023.04.29,4/23/2023 10:00:00 AM,6351
FerryWH,Woodside to Halifax,0,2023.04.23 - 2023.04.29,4/23/2023 10:00:00 AM,6352
FerryDH,Dartmouth to Halifax,891,2023.04.23 - 2023.04.29,4/24/2023 10:00:00 AM,6353
FerryHD,Halifax to Dartmouth,947,2023.04.23 - 2023.04.29,4/24/2023 10:00:00 AM,6354
FerryHW,Halifax to Woodside,828,2023.04.23 - 2023.04.29,4/24/2023 10:00:00 AM,6355
FerryWH,Woodside to Halifax,807,2023.04.23 - 2023.04.29,4/24/2023 10:00:00 AM,6356
FerryDH,Dartmouth to Halifax,1141,2023.04.23 - 2023.04.29,4/25/2023 10:00:00 AM,6357
FerryHD,Halifax to Dartmouth,1220,2023.04.23 - 2023.04.29,4/25/2023 10:00:00 AM,6358
FerryHW,Halifax to Woodside,922,2023.04.23 - 2023.04.29,4/25/2023 10:00:00 AM,6359
FerryWH,Woodside to Halifax,988,2023.04.23 - 2023.04.29,4/25/2023 10:00:00 AM,6360
FerryDH,Dartmouth to Halifax,1174,2023.04.23 - 2023.04.29,4/26/2023 10:00:00 AM,6361
FerryHD,Halifax to Dartmouth,1274,2023.04.23 - 2023.04.29,4/26/2023 10:00:00 AM,6362
FerryHW,Halifax to Woodside,980,2023.04.23 - 2023.04.29,4/26/2023 10:00:00 AM,6363
FerryWH,Woodside to Halifax,1031,2023.04.23 - 2023.04.29,4/26/2023 10:00:00 AM,6364
FerryDH,Dartmouth to Halifax,989,2023.04.23 - 2023.04.29,4/27/2023 10:00:00 AM,6365
FerryHD,Halifax to Dartmouth,929,2023.04.23 - 2023.04.29,4/27/2023 10:00:00 AM,6366
FerryHW,Halifax to Woodside,846,2023.04.23 - 2023.04.29,4/27/2023 10:00:00 AM,6367
FerryWH,Woodside to Halifax,887,2023.04.23 - 2023.04.29,4/27/2023 10:00:00 AM,6368
FerryDH,Dartmouth to Halifax,1748,2023.04.23 - 2023.04.29,4/28/2023 10:00:00 AM,6369
FerryHD,Halifax to Dartmouth,1811,2023.04.23 - 2023.04.29,4/28/2023 10:00:00 AM,6370
FerryHW,Halifax to Woodside,841,2023.04.23 - 2023.04.29,4/28/2023 10:00:00 AM,6371
FerryWH,Woodside to Halifax,935,2023.04.23 - 2023.04.29,4/28/2023 10:00:00 AM,6372
FerryDH,Dartmouth to Halifax,2372,2023.04.23 - 2023.04.29,4/29/2023 10:00:00 AM,6373
FerryHD,Halifax to Dartmouth,2216,2023.04.23 - 2023.04.29,4/29/2023 10:00:00 AM,6374
FerryHW,Halifax to Woodside,0,2023.04.23 - 2023.04.29,4/29/2023 10:00:00 AM,6375
FerryWH,Woodside to Halifax,0,2023.04.23 - 2023.04.29,4/29/2023 10:00:00 AM,6376
FerryDH,Dartmouth to Halifax,1223,2023.04.30 - 2023.05.06,4/30/2023 10:00:00 AM,6377
FerryHD,Halifax to Dartmouth,1309,2023.04.30 - 2023.05.06,4/30/2023 10:00:00 AM,6378
FerryHW,Halifax to Woodside,0,2023.04.30 - 2023.05.06,4/30/2023 10:00:00 AM,6379
FerryWH,Woodside to Halifax,0,2023.04.30 - 2023.05.06,4/30/2023 10:00:00 AM,6380
FerryDH,Dartmouth to Halifax,435,2023.04.30 - 2023.05.06,5/1/2023 10:00:00 AM,6381
FerryHD,Halifax to Dartmouth,412,2023.04.30 - 2023.05.06,5/1/2023 10:00:00 AM,6382
FerryHW,Halifax to Woodside,547,2023.04.30 - 2023.05.06,5/1/2023 10:00:00 AM,6383
FerryWH,Woodside to Halifax,561,2023.04.30 - 2023.05.06,5/1/2023 10:00:00 AM,6384
FerryDH,Dartmouth to Halifax,825,2023.04.30 - 2023.05.06,5/2/2023 10:00:00 AM,6385
FerryHD,Halifax to Dartmouth,847,2023.04.30 - 2023.05.06,5/2/2023 10:00:00 AM,6386
FerryHW,Halifax to Woodside,862,2023.04.30 - 2023.05.06,5/2/2023 10:00:00 AM,6387
FerryWH,Woodside to Halifax,889,2023.04.30 - 2023.05.06,5/2/2023 10:00:00 AM,6388
FerryDH,Dartmouth to Halifax,892,2023.04.30 - 2023.05.06,5/3/2023 10:00:00 AM,6389
FerryHD,Halifax to Dartmouth,972,2023.04.30 - 2023.05.06,5/3/2023 10:00:00 AM,6390
FerryHW,Halifax to Woodside,852,2023.04.30 - 2023.05.06,5/3/2023 10:00:00 AM,6391
FerryWH,Woodside to Halifax,888,2023.04.30 - 2023.05.06,5/3/2023 10:00:00 AM,6392
FerryDH,Dartmouth to Halifax,1033,2023.04.30 - 2023.05.06,5/4/2023 10:00:00 AM,6393
FerryHD,Halifax to Dartmouth,1086,2023.04.30 - 2023.05.06,5/4/2023 10:00:00 AM,6394
FerryHW,Halifax to Woodside,862,2023.04.30 - 2023.05.06,5/4/2023 10:00:00 AM,6395
FerryWH,Woodside to Halifax,924,2023.04.30 - 2023.05.06,5/4/2023 10:00:00 AM,6396
FerryDH,Dartmouth to Halifax,1332,2023.04.30 - 2023.05.06,5/5/2023 10:00:00 AM,6397
FerryHD,Halifax to Dartmouth,1291,2023.04.30 - 2023.05.06,5/5/2023 10:00:00 AM,6398
FerryHW,Halifax to Woodside,735,2023.04.30 - 2023.05.06,5/5/2023 10:00:00 AM,6399
FerryWH,Woodside to Halifax,811,2023.04.30 - 2023.05.06,5/5/2023 10:00:00 AM,6400
FerryDH,Dartmouth to Halifax,2778,2023.04.30 - 2023.05.06,5/6/2023 10:00:00 AM,6401
FerryHD,Halifax to Dartmouth,2454,2023.04.30 - 2023.05.06,5/6/2023 10:00:00 AM,6402
FerryHW,Halifax to Woodside,0,2023.04.30 - 2023.05.06,5/6/2023 10:00:00 AM,6403
FerryWH,Woodside to Halifax,0,2023.04.30 - 2023.05.06,5/6/2023 10:00:00 AM,6404
FerryDH,Dartmouth to Halifax,1459,2023.05.07 - 2023.05.13,5/7/2023 10:00:00 AM,6405
FerryHD,Halifax to Dartmouth,1571,2023.05.07 - 2023.05.13,5/7/2023 10:00:00 AM,6406
FerryHW,Halifax to Woodside,0,2023.05.07 - 2023.05.13,5/7/2023 10:00:00 AM,6407
FerryWH,Woodside to Halifax,0,2023.05.07 - 2023.05.13,5/7/2023 10:00:00 AM,6408
FerryDH,Dartmouth to Halifax,930,2023.05.07 - 2023.05.13,5/8/2023 10:00:00 AM,6409
FerryHD,Halifax to Dartmouth,953,2023.05.07 - 2023.05.13,5/8/2023 10:00:00 AM,6410
FerryHW,Halifax to Woodside,873,2023.05.07 - 2023.05.13,5/8/2023 10:00:00 AM,6411
FerryWH,Woodside to Halifax,886,2023.05.07 - 2023.05.13,5/8/2023 10:00:00 AM,6412
FerryDH,Dartmouth to Halifax,1064,2023.05.07 - 2023.05.13,5/9/2023 10:00:00 AM,6413
FerryHD,Halifax to Dartmouth,1166,2023.05.07 - 2023.05.13,5/9/2023 10:00:00 AM,6414
FerryHW,Halifax to Woodside,1000,2023.05.07 - 2023.05.13,5/9/2023 10:00:00 AM,6415
FerryWH,Woodside to Halifax,994,2023.05.07 - 2023.05.13,5/9/2023 10:00:00 AM,6416
FerryDH,Dartmouth to Halifax,1360,2023.05.07 - 2023.05.13,5/10/2023 10:00:00 AM,6417
FerryHD,Halifax to Dartmouth,1469,2023.05.07 - 2023.05.13,5/10/2023 10:00:00 AM,6418
FerryHW,Halifax to Woodside,1005,2023.05.07 - 2023.05.13,5/10/2023 10:00:00 AM,6419
FerryWH,Woodside to Halifax,1014,2023.05.07 - 2023.05.13,5/10/2023 10:00:00 AM,6420
FerryDH,Dartmouth to Halifax,1269,2023.05.07 - 2023.05.13,5/11/2023 10:00:00 AM,6421
FerryHD,Halifax to Dartmouth,1341,2023.05.07 - 2023.05.13,5/11/2023 10:00:00 AM,6422
FerryHW,Halifax to Woodside,953,2023.05.07 - 2023.05.13,5/11/2023 10:00:00 AM,6423
FerryWH,Woodside to Halifax,987,2023.05.07 - 2023.05.13,5/11/2023 10:00:00 AM,6424
FerryDH,Dartmouth to Halifax,1389,2023.05.07 - 2023.05.13,5/12/2023 10:00:00 AM,6425
FerryHD,Halifax to Dartmouth,1510,2023.05.07 - 2023.05.13,5/12/2023 10:00:00 AM,6426
FerryHW,Halifax to Woodside,749,2023.05.07 - 2023.05.13,5/12/2023 10:00:00 AM,6427
FerryWH,Woodside to Halifax,810,2023.05.07 - 2023.05.13,5/12/2023 10:00:00 AM,6428
FerryDH,Dartmouth to Halifax,2104,2023.05.07 - 2023.05.13,5/13/2023 10:00:00 AM,6429
FerryHD,Halifax to Dartmouth,1957,2023.05.07 - 2023.05.13,5/13/2023 10:00:00 AM,6430
FerryHW,Halifax to Woodside,0,2023.05.07 - 2023.05.13,5/13/2023 10:00:00 AM,6431
FerryWH,Woodside to Halifax,0,2023.05.07 - 2023.05.13,5/13/2023 10:00:00 AM,6432
FerryDH,Dartmouth to Halifax,1233,2023.05.14 - 2023.05.20,5/14/2023 10:00:00 AM,6433
FerryHD,Halifax to Dartmouth,1297,2023.05.14 - 2023.05.20,5/14/2023 10:00:00 AM,6434
FerryHW,Halifax to Woodside,0,2023.05.14 - 2023.05.20,5/14/2023 10:00:00 AM,6435
FerryWH,Woodside to Halifax,0,2023.05.14 - 2023.05.20,5/14/2023 10:00:00 AM,6436
FerryDH,Dartmouth to Halifax,1339,2023.05.14 - 2023.05.20,5/15/2023 10:00:00 AM,6437
FerryHD,Halifax to Dartmouth,1380,2023.05.14 - 2023.05.20,5/15/2023 10:00:00 AM,6438
FerryHW,Halifax to Woodside,855,2023.05.14 - 2023.05.20,5/15/2023 10:00:00 AM,6439
FerryWH,Woodside to Halifax,905,2023.05.14 - 2023.05.20,5/15/2023 10:00:00 AM,6440
FerryDH,Dartmouth to Halifax,1426,2023.05.14 - 2023.05.20,5/16/2023 10:00:00 AM,6441
FerryHD,Halifax to Dartmouth,1550,2023.05.14 - 2023.05.20,5/16/2023 10:00:00 AM,6442
FerryHW,Halifax to Woodside,925,2023.05.14 - 2023.05.20,5/16/2023 10:00:00 AM,6443
FerryWH,Woodside to Halifax,1023,2023.05.14 - 2023.05.20,5/16/2023 10:00:00 AM,6444
FerryDH,Dartmouth to Halifax,1272,2023.05.14 - 2023.05.20,5/17/2023 10:00:00 AM,6445
FerryHD,Halifax to Dartmouth,1285,2023.05.14 - 2023.05.20,5/17/2023 10:00:00 AM,6446
FerryHW,Halifax to Woodside,880,2023.05.14 - 2023.05.20,5/17/2023 10:00:00 AM,6447
FerryWH,Woodside to Halifax,897,2023.05.14 - 2023.05.20,5/17/2023 10:00:00 AM,6448
FerryDH,Dartmouth to Halifax,1385,2023.05.14 - 2023.05.20,5/18/2023 10:00:00 AM,6449
FerryHD,Halifax to Dartmouth,1555,2023.05.14 - 2023.05.20,5/18/2023 10:00:00 AM,6450
FerryHW,Halifax to Woodside,943,2023.05.14 - 2023.05.20,5/18/2023 10:00:00 AM,6451
FerryWH,Woodside to Halifax,994,2023.05.14 - 2023.05.20,5/18/2023 10:00:00 AM,6452
FerryDH,Dartmouth to Halifax,1471,2023.05.14 - 2023.05.20,5/19/2023 10:00:00 AM,6453
FerryHD,Halifax to Dartmouth,1492,2023.05.14 - 2023.05.20,5/19/2023 10:00:00 AM,6454
FerryHW,Halifax to Woodside,730,2023.05.14 - 2023.05.20,5/19/2023 10:00:00 AM,6455
FerryWH,Woodside to Halifax,712,2023.05.14 - 2023.05.20,5/19/2023 10:00:00 AM,6456
FerryDH,Dartmouth to Halifax,3120,2023.05.14 - 2023.05.20,5/20/2023 10:00:00 AM,6457
FerryHD,Halifax to Dartmouth,2889,2023.05.14 - 2023.05.20,5/20/2023 10:00:00 AM,6458
FerryHW,Halifax to Woodside,0,2023.05.14 - 2023.05.20,5/20/2023 10:00:00 AM,6459
FerryWH,Woodside to Halifax,0,2023.05.14 - 2023.05.20,5/20/2023 10:00:00 AM,6460
FerryDH,Dartmouth to Halifax,1060,2023.05.21 - 2023.05.27,5/21/2023 10:00:00 AM,6461
FerryHD,Halifax to Dartmouth,1111,2023.05.21 - 2023.05.27,5/21/2023 10:00:00 AM,6462
FerryHW,Halifax to Woodside,0,2023.05.21 - 2023.05.27,5/21/2023 10:00:00 AM,6463
FerryWH,Woodside to Halifax,0,2023.05.21 - 2023.05.27,5/21/2023 10:00:00 AM,6464
FerryDH,Dartmouth to Halifax,1610,2023.05.21 - 2023.05.27,5/22/2023 10:00:00 AM,6465
FerryHD,Halifax to Dartmouth,1782,2023.05.21 - 2023.05.27,5/22/2023 10:00:00 AM,6466
FerryHW,Halifax to Woodside,0,2023.05.21 - 2023.05.27,5/22/2023 10:00:00 AM,6467
FerryWH,Woodside to Halifax,0,2023.05.21 - 2023.05.27,5/22/2023 10:00:00 AM,6468
FerryDH,Dartmouth to Halifax,1351,2023.05.21 - 2023.05.27,5/23/2023 10:00:00 AM,6469
FerryHD,Halifax to Dartmouth,1432,2023.05.21 - 2023.05.27,5/23/2023 10:00:00 AM,6470
FerryHW,Halifax to Woodside,955,2023.05.21 - 2023.05.27,5/23/2023 10:00:00 AM,6471
FerryWH,Woodside to Halifax,980,2023.05.21 - 2023.05.27,5/23/2023 10:00:00 AM,6472
FerryDH,Dartmouth to Halifax,1164,2023.05.21 - 2023.05.27,5/24/2023 10:00:00 AM,6473
FerryHD,Halifax to Dartmouth,1137,2023.05.21 - 2023.05.27,5/24/2023 10:00:00 AM,6474
FerryHW,Halifax to Woodside,953,2023.05.21 - 2023.05.27,5/24/2023 10:00:00 AM,6475
FerryWH,Woodside to Halifax,980,2023.05.21 - 2023.05.27,5/24/2023 10:00:00 AM,6476
FerryDH,Dartmouth to Halifax,1077,2023.05.21 - 2023.05.27,5/25/2023 10:00:00 AM,6477
FerryHD,Halifax to Dartmouth,1098,2023.05.21 - 2023.05.27,5/25/2023 10:00:00 AM,6478
FerryHW,Halifax to Woodside,901,2023.05.21 - 2023.05.27,5/25/2023 10:00:00 AM,6479
FerryWH,Woodside to Halifax,895,2023.05.21 - 2023.05.27,5/25/2023 10:00:00 AM,6480
FerryDH,Dartmouth to Halifax,1326,2023.05.21 - 2023.05.27,5/26/2023 10:00:00 AM,6481
FerryHD,Halifax to Dartmouth,1223,2023.05.21 - 2023.05.27,5/26/2023 10:00:00 AM,6482
FerryHW,Halifax to Woodside,692,2023.05.21 - 2023.05.27,5/26/2023 10:00:00 AM,6483
FerryWH,Woodside to Halifax,748,2023.05.21 - 2023.05.27,5/26/2023 10:00:00 AM,6484
FerryDH,Dartmouth to Halifax,4233,2023.05.21 - 2023.05.27,5/27/2023 10:00:00 AM,6485
FerryHD,Halifax to Dartmouth,3862,2023.05.21 - 2023.05.27,5/27/2023 10:00:00 AM,6486
FerryHW,Halifax to Woodside,0,2023.05.21 - 2023.05.27,5/27/2023 10:00:00 AM,6487
FerryWH,Woodside to Halifax,0,2023.05.21 - 2023.05.27,5/27/2023 10:00:00 AM,6488
FerryDH,Dartmouth to Halifax,2891,2023.05.28 - 2023.06.03,5/28/2023 10:00:00 AM,6489
FerryHD,Halifax to Dartmouth,2919,2023.05.28 - 2023.06.03,5/28/2023 10:00:00 AM,6490
FerryHW,Halifax to Woodside,0,2023.05.28 - 2023.06.03,5/28/2023 10:00:00 AM,6491
FerryWH,Woodside to Halifax,0,2023.05.28 - 2023.06.03,5/28/2023 10:00:00 AM,6492
FerryDH,Dartmouth to Halifax,1074,2023.05.28 - 2023.06.03,5/29/2023 10:00:00 AM,6493
FerryHD,Halifax to Dartmouth,1136,2023.05.28 - 2023.06.03,5/29/2023 10:00:00 AM,6494
FerryHW,Halifax to Woodside,814,2023.05.28 - 2023.06.03,5/29/2023 10:00:00 AM,6495
FerryWH,Woodside to Halifax,831,2023.05.28 - 2023.06.03,5/29/2023 10:00:00 AM,6496
FerryDH,Dartmouth to Halifax,1544,2023.05.28 - 2023.06.03,5/30/2023 10:00:00 AM,6497
FerryHD,Halifax to Dartmouth,1655,2023.05.28 - 2023.06.03,5/30/2023 10:00:00 AM,6498
FerryHW,Halifax to Woodside,1016,2023.05.28 - 2023.06.03,5/30/2023 10:00:00 AM,6499
FerryWH,Woodside to Halifax,995,2023.05.28 - 2023.06.03,5/30/2023 10:00:00 AM,6500
FerryDH,Dartmouth to Halifax,1899,2023.05.28 - 2023.06.03,5/31/2023 10:00:00 AM,6501
FerryHD,Halifax to Dartmouth,2016,2023.05.28 - 2023.06.03,5/31/2023 10:00:00 AM,6502
FerryHW,Halifax to Woodside,922,2023.05.28 - 2023.06.03,5/31/2023 10:00:00 AM,6503
FerryWH,Woodside to Halifax,960,2023.05.28 - 2023.06.03,5/31/2023 10:00:00 AM,6504
FerryDH,Dartmouth to Halifax,1954,2023.05.28 - 2023.06.03,6/1/2023 10:00:00 AM,6505
FerryHD,Halifax to Dartmouth,2029,2023.05.28 - 2023.06.03,6/1/2023 10:00:00 AM,6506
FerryHW,Halifax to Woodside,942,2023.05.28 - 2023.06.03,6/1/2023 10:00:00 AM,6507
FerryWH,Woodside to Halifax,954,2023.05.28 - 2023.06.03,6/1/2023 10:00:00 AM,6508
FerryDH,Dartmouth to Halifax,1445,2023.05.28 - 2023.06.03,6/2/2023 10:00:00 AM,6509
FerryHD,Halifax to Dartmouth,1352,2023.05.28 - 2023.06.03,6/2/2023 10:00:00 AM,6510
FerryHW,Halifax to Woodside,677,2023.05.28 - 2023.06.03,6/2/2023 10:00:00 AM,6511
FerryWH,Woodside to Halifax,794,2023.05.28 - 2023.06.03,6/2/2023 10:00:00 AM,6512
FerryDH,Dartmouth to Halifax,677,2023.05.28 - 2023.06.03,6/3/2023 10:00:00 AM,6513
FerryHD,Halifax to Dartmouth,664,2023.05.28 - 2023.06.03,6/3/2023 10:00:00 AM,6514
FerryHW,Halifax to Woodside,0,2023.05.28 - 2023.06.03,6/3/2023 10:00:00 AM,6515
FerryWH,Woodside to Halifax,0,2023.05.28 - 2023.06.03,6/3/2023 10:00:00 AM,6516
FerryDH,Dartmouth to Halifax,587,2023.06.04 - 2023.06.10,6/4/2023 10:00:00 AM,6517
FerryHD,Halifax to Dartmouth,627,2023.06.04 - 2023.06.10,6/4/2023 10:00:00 AM,6518
FerryHW,Halifax to Woodside,0,2023.06.04 - 2023.06.10,6/4/2023 10:00:00 AM,6519
FerryWH,Woodside to Halifax,0,2023.06.04 - 2023.06.10,6/4/2023 10:00:00 AM,6520
FerryDH,Dartmouth to Halifax,582,2023.06.04 - 2023.06.10,6/5/2023 10:00:00 AM,6521
FerryHD,Halifax to Dartmouth,614,2023.06.04 - 2023.06.10,6/5/2023 10:00:00 AM,6522
FerryHW,Halifax to Woodside,633,2023.06.04 - 2023.06.10,6/5/2023 10:00:00 AM,6523
FerryWH,Woodside to Halifax,636,2023.06.04 - 2023.06.10,6/5/2023 10:00:00 AM,6524
FerryDH,Dartmouth to Halifax,996,2023.06.04 - 2023.06.10,6/6/2023 10:00:00 AM,6525
FerryHD,Halifax to Dartmouth,1078,2023.06.04 - 2023.06.10,6/6/2023 10:00:00 AM,6526
FerryHW,Halifax to Woodside,933,2023.06.04 - 2023.06.10,6/6/2023 10:00:00 AM,6527
FerryWH,Woodside to Halifax,979,2023.06.04 - 2023.06.10,6/6/2023 10:00:00 AM,6528
FerryDH,Dartmouth to Halifax,1317,2023.06.04 - 2023.06.10,6/7/2023 10:00:00 AM,6529
FerryHD,Halifax to Dartmouth,1368,2023.06.04 - 2023.06.10,6/7/2023 10:00:00 AM,6530
FerryHW,Halifax to Woodside,888,2023.06.04 - 2023.06.10,6/7/2023 10:00:00 AM,6531
FerryWH,Woodside to Halifax,886,2023.06.04 - 2023.06.10,6/7/2023 10:00:00 AM,6532
FerryDH,Dartmouth to Halifax,1472,2023.06.04 - 2023.06.10,6/8/2023 10:00:00 AM,6533
FerryHD,Halifax to Dartmouth,1533,2023.06.04 - 2023.06.10,6/8/2023 10:00:00 AM,6534
FerryHW,Halifax to Woodside,957,2023.06.04 - 2023.06.10,6/8/2023 10:00:00 AM,6535
FerryWH,Woodside to Halifax,985,2023.06.04 - 2023.06.10,6/8/2023 10:00:00 AM,6536
FerryDH,Dartmouth to Halifax,2272,2023.06.04 - 2023.06.10,6/9/2023 10:00:00 AM,6537
FerryHD,Halifax to Dartmouth,2254,2023.06.04 - 2023.06.10,6/9/2023 10:00:00 AM,6538
FerryHW,Halifax to Woodside,820,2023.06.04 - 2023.06.10,6/9/2023 10:00:00 AM,6539
FerryWH,Woodside to Halifax,908,2023.06.04 - 2023.06.10,6/9/2023 10:00:00 AM,6540
FerryDH,Dartmouth to Halifax,1811,2023.06.04 - 2023.06.10,6/10/2023 10:00:00 AM,6541
FerryHD,Halifax to Dartmouth,1678,2023.06.04 - 2023.06.10,6/10/2023 10:00:00 AM,6542
FerryHW,Halifax to Woodside,0,2023.06.04 - 2023.06.10,6/10/2023 10:00:00 AM,6543
FerryWH,Woodside to Halifax,0,2023.06.04 - 2023.06.10,6/10/2023 10:00:00 AM,6544
FerryDH,Dartmouth to Halifax,2165,2023.06.11 - 2023.06.17,6/11/2023 10:00:00 AM,6545
FerryHD,Halifax to Dartmouth,2107,2023.06.11 - 2023.06.17,6/11/2023 10:00:00 AM,6546
FerryHW,Halifax to Woodside,0,2023.06.11 - 2023.06.17,6/11/2023 10:00:00 AM,6547
FerryWH,Woodside to Halifax,0,2023.06.11 - 2023.06.17,6/11/2023 10:00:00 AM,6548
FerryDH,Dartmouth to Halifax,2262,2023.06.11 - 2023.06.17,6/12/2023 10:00:00 AM,6549
FerryHD,Halifax to Dartmouth,2286,2023.06.11 - 2023.06.17,6/12/2023 10:00:00 AM,6550
FerryHW,Halifax to Woodside,933,2023.06.11 - 2023.06.17,6/12/2023 10:00:00 AM,6551
FerryWH,Woodside to Halifax,927,2023.06.11 - 2023.06.17,6/12/2023 10:00:00 AM,6552
FerryDH,Dartmouth to Halifax,1804,2023.06.11 - 2023.06.17,6/13/2023 10:00:00 AM,6553
FerryHD,Halifax to Dartmouth,1857,2023.06.11 - 2023.06.17,6/13/2023 10:00:00 AM,6554
FerryHW,Halifax to Woodside,1031,2023.06.11 - 2023.06.17,6/13/2023 10:00:00 AM,6555
FerryWH,Woodside to Halifax,1057,2023.06.11 - 2023.06.17,6/13/2023 10:00:00 AM,6556
FerryDH,Dartmouth to Halifax,1011,2023.06.11 - 2023.06.17,6/14/2023 10:00:00 AM,6557
FerryHD,Halifax to Dartmouth,1013,2023.06.11 - 2023.06.17,6/14/2023 10:00:00 AM,6558
FerryHW,Halifax to Woodside,910,2023.06.11 - 2023.06.17,6/14/2023 10:00:00 AM,6559
FerryWH,Woodside to Halifax,850,2023.06.11 - 2023.06.17,6/14/2023 10:00:00 AM,6560
FerryDH,Dartmouth to Halifax,1320,2023.06.11 - 2023.06.17,6/15/2023 10:00:00 AM,6561
FerryHD,Halifax to Dartmouth,1451,2023.06.11 - 2023.06.17,6/15/2023 10:00:00 AM,6562
FerryHW,Halifax to Woodside,882,2023.06.11 - 2023.06.17,6/15/2023 10:00:00 AM,6563
FerryWH,Woodside to Halifax,922,2023.06.11 - 2023.06.17,6/15/2023 10:00:00 AM,6564
FerryDH,Dartmouth to Halifax,2315,2023.06.11 - 2023.06.17,6/16/2023 10:00:00 AM,6565
FerryHD,Halifax to Dartmouth,2357,2023.06.11 - 2023.06.17,6/16/2023 10:00:00 AM,6566
FerryHW,Halifax to Woodside,827,2023.06.11 - 2023.06.17,6/16/2023 10:00:00 AM,6567
FerryWH,Woodside to Halifax,871,2023.06.11 - 2023.06.17,6/16/2023 10:00:00 AM,6568
